"subject" "activity_label" "feature_label" "feature_mean"
16 "STANDING" "tGravityAcc-mean()-X" 0.941587749358974
17 "STANDING" "tGravityAcc-mean()-X" 0.904678547435897
18 "STANDING" "tGravityAcc-mean()-X" 0.947573239863014
19 "STANDING" "tGravityAcc-mean()-X" 0.944045837534247
20 "STANDING" "tGravityAcc-mean()-X" 0.911231752465753
21 "STANDING" "tGravityAcc-mean()-X" 0.881213341910112
22 "STANDING" "tGravityAcc-mean()-X" 0.954064297619048
23 "STANDING" "tGravityAcc-mean()-X" 0.919857125882353
24 "STANDING" "tGravityAcc-mean()-X" 0.96644228
25 "STANDING" "tGravityAcc-mean()-X" 0.929794733108108
26 "STANDING" "tGravityAcc-mean()-X" 0.965460891621622
27 "STANDING" "tGravityAcc-mean()-X" 0.965351492
28 "STANDING" "tGravityAcc-mean()-X" 0.948514848481013
29 "STANDING" "tGravityAcc-mean()-X" 0.974508732
30 "STANDING" "tGravityAcc-mean()-X" 0.968556705084746
1 "WALKING" "tGravityAcc-mean()-X" 0.935223201473684
2 "WALKING" "tGravityAcc-mean()-X" 0.91301733338983
3 "WALKING" "tGravityAcc-mean()-X" 0.936506743275862
4 "WALKING" "tGravityAcc-mean()-X" 0.963999696833333
5 "WALKING" "tGravityAcc-mean()-X" 0.972624959821429
6 "WALKING" "tGravityAcc-mean()-X" 0.958067455087719
7 "WALKING" "tGravityAcc-mean()-X" 0.932566472280702
8 "WALKING" "tGravityAcc-mean()-X" 0.913586347916667
9 "WALKING" "tGravityAcc-mean()-X" 0.951867079615385
10 "WALKING" "tGravityAcc-mean()-X" 0.963092149811321
11 "WALKING" "tGravityAcc-mean()-X" 0.946468451355932
12 "WALKING" "tGravityAcc-mean()-X" 0.9668735148
13 "WALKING" "tGravityAcc-mean()-X" 0.910855709298246
14 "WALKING" "tGravityAcc-mean()-X" 0.802973961525424
15 "WALKING" "tGravityAcc-mean()-X" 0.951524391481481
16 "WALKING" "tGravityAcc-mean()-X" 0.925981326078431
17 "WALKING" "tGravityAcc-mean()-X" 0.92811236852459
18 "WALKING" "tGravityAcc-mean()-X" 0.92386524875
19 "WALKING" "tGravityAcc-mean()-X" 0.935222559230769
20 "WALKING" "tGravityAcc-mean()-X" 0.899965205686274
21 "WALKING" "tGravityAcc-mean()-X" 0.862524800961538
22 "WALKING" "tGravityAcc-mean()-X" 0.936096410434783
23 "WALKING" "tGravityAcc-mean()-X" 0.939809688644068
24 "WALKING" "tGravityAcc-mean()-X" 0.95970108137931
25 "WALKING" "tGravityAcc-mean()-X" 0.937483114459459
26 "WALKING" "tGravityAcc-mean()-X" 0.960647754576271
27 "WALKING" "tGravityAcc-mean()-X" 0.944759287368421
28 "WALKING" "tGravityAcc-mean()-X" 0.942930275555556
29 "WALKING" "tGravityAcc-mean()-X" 0.96237438509434
30 "WALKING" "tGravityAcc-mean()-X" 0.965217551076923
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.931874418979592
2 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.861831345531915
3 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.939057787755102
4 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.947731858666667
5 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.956649352553192
6 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.928531455208333
7 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.930623632765957
8 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.914023498421053
9 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.938417773333333
10 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.939807421052632
11 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.941746406521739
12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.949861980652174
13 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.941875619787234
14 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.81629643
15 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.932302200476191
16 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.917818427021277
17 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.928817578043478
18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.932277478363636
19 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.881940855128205
20 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.91972663
21 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.872683205555556
22 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.921820641944444
23 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.923711401296296
24 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.950883416727273
25 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.929627532241379
26 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.9467972718
27 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.931380178636364
28 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.929291680434783
29 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.948486215
30 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.958000491451613
1 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.89335109754717
2 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.790717418541667
3 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.883533436101695
4 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.946264314423077
5 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.936821834893617
6 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.913632241568627
7 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.81874656
8 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.860368718780488
9 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.902647777755102
10 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.931861027446809
11 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.892626155555556
12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.938371473269231
13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.847634313454545
14 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.688256122222222
15 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.918544812291667
16 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.826874282745098
17 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.853530565833333
18 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.883330258448276
19 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.8294283725
20 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.777095717058824
21 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.781177210851064
22 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.889454382857143
23 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.843438810196078
24 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.906369500508475
25 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.927693239538462
26 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.942095257090909
27 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.868000278627451
28 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.854508231764706
29 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.929258953877551
30 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.93182983
1 "LAYING" "tGravityAcc-mean()-Y" 0.70554977346
2 "LAYING" "tGravityAcc-mean()-Y" 0.752536639375
3 "LAYING" "tGravityAcc-mean()-Y" 0.837032099677419
4 "LAYING" "tGravityAcc-mean()-Y" 0.915165104259259
5 "LAYING" "tGravityAcc-mean()-Y" 0.954890346153846
6 "LAYING" "tGravityAcc-mean()-Y" 0.956593814210526
7 "LAYING" "tGravityAcc-mean()-Y" 0.393444278076923
8 "LAYING" "tGravityAcc-mean()-Y" 0.589922434814815
9 "LAYING" "tGravityAcc-mean()-Y" -0.1191541962
10 "LAYING" "tGravityAcc-mean()-Y" -0.139297681034483
11 "LAYING" "tGravityAcc-mean()-Y" 0.943017941403509
12 "LAYING" "tGravityAcc-mean()-Y" 0.8033788345
13 "LAYING" "tGravityAcc-mean()-Y" 0.656400944354839
14 "LAYING" "tGravityAcc-mean()-Y" 0.48539692745098
15 "LAYING" "tGravityAcc-mean()-Y" 0.899242553055556
16 "LAYING" "tGravityAcc-mean()-Y" -0.0199270225714286
17 "LAYING" "tGravityAcc-mean()-Y" 0.658792072253521
18 "LAYING" "tGravityAcc-mean()-Y" 0.719755403692308
19 "LAYING" "tGravityAcc-mean()-Y" 0.725646622771084
20 "LAYING" "tGravityAcc-mean()-Y" 0.864882956617647
21 "LAYING" "tGravityAcc-mean()-Y" 0.599992678
22 "LAYING" "tGravityAcc-mean()-Y" 0.632484075694444
23 "LAYING" "tGravityAcc-mean()-Y" 0.438434067361111
24 "LAYING" "tGravityAcc-mean()-Y" 0.738430699305556
25 "LAYING" "tGravityAcc-mean()-Y" 0.620658919917808
26 "LAYING" "tGravityAcc-mean()-Y" 0.803015011578947
27 "LAYING" "tGravityAcc-mean()-Y" 0.567879494054054
28 "LAYING" "tGravityAcc-mean()-Y" 0.1440732745
29 "LAYING" "tGravityAcc-mean()-Y" 0.807535373478261
30 "LAYING" "tGravityAcc-mean()-Y" 0.732661247714286
1 "SITTING" "tGravityAcc-mean()-Y" 0.204411592680851
2 "SITTING" "tGravityAcc-mean()-Y" -0.105630024498783
3 "SITTING" "tGravityAcc-mean()-Y" 0.127303379245962
4 "SITTING" "tGravityAcc-mean()-Y" 0.211622539936894
5 "SITTING" "tGravityAcc-mean()-Y" 0.168445524
6 "SITTING" "tGravityAcc-mean()-Y" 0.0682628663363636
7 "SITTING" "tGravityAcc-mean()-Y" 0.00608846646041667
8 "SITTING" "tGravityAcc-mean()-Y" 0.240095117065217
9 "SITTING" "tGravityAcc-mean()-Y" -0.0414258228938
10 "SITTING" "tGravityAcc-mean()-Y" -0.041260775
11 "SITTING" "tGravityAcc-mean()-Y" 0.213716305739623
12 "SITTING" "tGravityAcc-mean()-Y" 0.0830509010823529
13 "SITTING" "tGravityAcc-mean()-Y" 0.101769752489796
14 "SITTING" "tGravityAcc-mean()-Y" -0.0364533962277778
15 "SITTING" "tGravityAcc-mean()-Y" 0.210849305016949
16 "SITTING" "tGravityAcc-mean()-Y" -0.086588253942029
17 "SITTING" "tGravityAcc-mean()-Y" -0.002814673171875
18 "SITTING" "tGravityAcc-mean()-Y" 0.12988647622807
19 "SITTING" "tGravityAcc-mean()-Y" 0.360343534657534
20 "SITTING" "tGravityAcc-mean()-Y" 0.0733385412878788
21 "SITTING" "tGravityAcc-mean()-Y" 0.0215206708823529
22 "SITTING" "tGravityAcc-mean()-Y" 0.208553884
23 "SITTING" "tGravityAcc-mean()-Y" 0.1217510625
24 "SITTING" "tGravityAcc-mean()-Y" 0.182254651955882
25 "SITTING" "tGravityAcc-mean()-Y" 0.208287142261538
26 "SITTING" "tGravityAcc-mean()-Y" 0.223105562025641
27 "SITTING" "tGravityAcc-mean()-Y" 0.212947021371429
28 "SITTING" "tGravityAcc-mean()-Y" -0.112596728361111
29 "SITTING" "tGravityAcc-mean()-Y" 0.1556594569
30 "SITTING" "tGravityAcc-mean()-Y" 0.114588392624871
1 "STANDING" "tGravityAcc-mean()-Y" -0.272983832264151
2 "STANDING" "tGravityAcc-mean()-Y" -0.370062696851852
3 "STANDING" "tGravityAcc-mean()-Y" -0.301735130327869
4 "STANDING" "tGravityAcc-mean()-Y" -0.0759009061071429
5 "STANDING" "tGravityAcc-mean()-Y" -0.03871012665
6 "STANDING" "tGravityAcc-mean()-Y" -0.230251036140351
7 "STANDING" "tGravityAcc-mean()-Y" -0.117607048924528
8 "STANDING" "tGravityAcc-mean()-Y" -0.0904603488214815
9 "STANDING" "tGravityAcc-mean()-Y" -0.010383816474
10 "STANDING" "tGravityAcc-mean()-Y" -0.0431597830454545
11 "STANDING" "tGravityAcc-mean()-Y" -0.173082704680851
12 "STANDING" "tGravityAcc-mean()-Y" -0.21886535557377
13 "STANDING" "tGravityAcc-mean()-Y" -0.239943146315789
14 "STANDING" "tGravityAcc-mean()-Y" -0.226692231166667
15 "STANDING" "tGravityAcc-mean()-Y" -0.164713175490566
16 "STANDING" "tGravityAcc-mean()-Y" -0.0578867045
17 "STANDING" "tGravityAcc-mean()-Y" -0.257486817948718
18 "STANDING" "tGravityAcc-mean()-Y" -0.204206320958904
19 "STANDING" "tGravityAcc-mean()-Y" -0.223897807808219
20 "STANDING" "tGravityAcc-mean()-Y" -0.305938716712329
21 "STANDING" "tGravityAcc-mean()-Y" -0.346155558876404
22 "STANDING" "tGravityAcc-mean()-Y" -0.226418773650794
23 "STANDING" "tGravityAcc-mean()-Y" -0.117401359697059
24 "STANDING" "tGravityAcc-mean()-Y" -0.145201300942029
25 "STANDING" "tGravityAcc-mean()-Y" -0.159316786486486
26 "STANDING" "tGravityAcc-mean()-Y" -0.140315421824324
27 "STANDING" "tGravityAcc-mean()-Y" -0.188504847375
28 "STANDING" "tGravityAcc-mean()-Y" -0.247656166582278
29 "STANDING" "tGravityAcc-mean()-Y" -0.05848715356
30 "STANDING" "tGravityAcc-mean()-Y" -0.100296804186441
1 "WALKING" "tGravityAcc-mean()-Y" -0.282165021263158
2 "WALKING" "tGravityAcc-mean()-Y" -0.34660709
3 "WALKING" "tGravityAcc-mean()-Y" -0.261986357931034
4 "WALKING" "tGravityAcc-mean()-Y" -0.0858540265666667
5 "WALKING" "tGravityAcc-mean()-Y" -0.100440285303571
6 "WALKING" "tGravityAcc-mean()-Y" -0.214694852280702
7 "WALKING" "tGravityAcc-mean()-Y" -0.159097003684211
8 "WALKING" "tGravityAcc-mean()-Y" -0.217102194583333
9 "WALKING" "tGravityAcc-mean()-Y" -0.0314341738730769
10 "WALKING" "tGravityAcc-mean()-Y" -0.0838277013962264
11 "WALKING" "tGravityAcc-mean()-Y" -0.212045870169492
12 "WALKING" "tGravityAcc-mean()-Y" -0.1559834498
13 "WALKING" "tGravityAcc-mean()-Y" -0.283658580877193
14 "WALKING" "tGravityAcc-mean()-Y" -0.270314822881356
15 "WALKING" "tGravityAcc-mean()-Y" -0.233918282592593
16 "WALKING" "tGravityAcc-mean()-Y" -0.0668246472745098
17 "WALKING" "tGravityAcc-mean()-Y" -0.179927382704918
18 "WALKING" "tGravityAcc-mean()-Y" -0.254317085892857
19 "WALKING" "tGravityAcc-mean()-Y" -0.2233381
20 "WALKING" "tGravityAcc-mean()-Y" -0.344443913137255
21 "WALKING" "tGravityAcc-mean()-Y" -0.370984549423077
22 "WALKING" "tGravityAcc-mean()-Y" -0.259644937173913
23 "WALKING" "tGravityAcc-mean()-Y" -0.16176137
24 "WALKING" "tGravityAcc-mean()-Y" -0.115116241810345
25 "WALKING" "tGravityAcc-mean()-Y" -0.127315870743243
26 "WALKING" "tGravityAcc-mean()-Y" -0.133922185084746
27 "WALKING" "tGravityAcc-mean()-Y" -0.187497034561404
28 "WALKING" "tGravityAcc-mean()-Y" -0.229316151481481
29 "WALKING" "tGravityAcc-mean()-Y" -0.127318078679245
30 "WALKING" "tGravityAcc-mean()-Y" -0.157673823846154
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.266610338979592
2 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.325780100638298
3 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.228829214285714
4 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0620852772955556
5 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0607578318319149
6 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.214046334375
7 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.12987167306383
8 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.187610243421053
9 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0352304645104762
10 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0646160768947368
11 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.200321942608696
12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.178702175434783
13 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.211555112553191
14 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.264254674666667
15 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.167462317142857
16 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0584832676382979
17 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.151077057652174
18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.225809125454545
19 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.215018042307692
20 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.277419718666667
21 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.356673289555556
22 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.222215179444444
23 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.110028841648148
24 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.128326710927273
25 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0724270175862069
26 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0799003729
27 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.166938774772727
28 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.235897105217391
29 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0760962952291667
30 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.126710371903226
1 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.362153364339623
2 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.416214890416667
3 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.382851153728814
4 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.232944304615385
5 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.265942569148936
6 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.340732608823529
7 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.240950944117647
8 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.291341491707317
9 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.0377947824285714
10 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.0565670278723404
11 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.343576924814815
12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.259144202692308
13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.357404501636364
14 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.322680364814815
15 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.3149610125
16 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.0805926025490196
17 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.284153753333333
18 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.316619946206897
19 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.3871007085
20 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.479894842941176
21 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.432309617446809
22 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.33682691
23 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.214481808235294
24 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.237498409152542
25 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.217641282461538
26 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.246169656181818
27 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.229278659607843
28 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.333223996666667
29 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.227120125306122
30 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.226647292153846
1 "LAYING" "tGravityAcc-mean()-Z" 0.4458177198
2 "LAYING" "tGravityAcc-mean()-Z" 0.646834879583333
3 "LAYING" "tGravityAcc-mean()-Z" 0.48870318516129
4 "LAYING" "tGravityAcc-mean()-Z" 0.341531310555556
5 "LAYING" "tGravityAcc-mean()-Z" 0.263644691923077
6 "LAYING" "tGravityAcc-mean()-Z" 0.175867709021053
7 "LAYING" "tGravityAcc-mean()-Z" 0.907537823461538
8 "LAYING" "tGravityAcc-mean()-Z" 0.719831539259259
9 "LAYING" "tGravityAcc-mean()-Z" 0.9578730416
10 "LAYING" "tGravityAcc-mean()-Z" -0.031121624137931
11 "LAYING" "tGravityAcc-mean()-Z" 0.112620189964912
12 "LAYING" "tGravityAcc-mean()-Z" 0.2750431984
13 "LAYING" "tGravityAcc-mean()-Z" 0.598884988709677
14 "LAYING" "tGravityAcc-mean()-Z" 0.83656291
15 "LAYING" "tGravityAcc-mean()-Z" -0.0369192905555556
16 "LAYING" "tGravityAcc-mean()-Z" 0.893884468571429
17 "LAYING" "tGravityAcc-mean()-Z" 0.722657502112676
18 "LAYING" "tGravityAcc-mean()-Z" 0.605495317692308
19 "LAYING" "tGravityAcc-mean()-Z" 0.68762385253012
20 "LAYING" "tGravityAcc-mean()-Z" 0.477573305
21 "LAYING" "tGravityAcc-mean()-Z" 0.788251027111111
22 "LAYING" "tGravityAcc-mean()-Z" 0.771903907083333
23 "LAYING" "tGravityAcc-mean()-Z" 0.918782825277778
24 "LAYING" "tGravityAcc-mean()-Z" 0.683839909722222
25 "LAYING" "tGravityAcc-mean()-Z" 0.526353818315068
26 "LAYING" "tGravityAcc-mean()-Z" 0.614523405921053
27 "LAYING" "tGravityAcc-mean()-Z" 0.84539238027027
28 "LAYING" "tGravityAcc-mean()-Z" 0.0157570025
29 "LAYING" "tGravityAcc-mean()-Z" 0.590452224057971
30 "LAYING" "tGravityAcc-mean()-Z" 0.681459210714286
1 "SITTING" "tGravityAcc-mean()-Z" 0.332043702765957
2 "SITTING" "tGravityAcc-mean()-Z" 0.19872676876087
3 "SITTING" "tGravityAcc-mean()-Z" 0.139020582461538
4 "SITTING" "tGravityAcc-mean()-Z" 0.11012048108
5 "SITTING" "tGravityAcc-mean()-Z" 0.143006857611364
6 "SITTING" "tGravityAcc-mean()-Z" 0.0695219657167273
7 "SITTING" "tGravityAcc-mean()-Z" 0.0649636250354167
8 "SITTING" "tGravityAcc-mean()-Z" 0.263895185521739
9 "SITTING" "tGravityAcc-mean()-Z" 0.085263099144
10 "SITTING" "tGravityAcc-mean()-Z" 0.20253457287037
11 "SITTING" "tGravityAcc-mean()-Z" 0.188531695981132
12 "SITTING" "tGravityAcc-mean()-Z" 0.0885640696078431
13 "SITTING" "tGravityAcc-mean()-Z" 0.0757773858163265
14 "SITTING" "tGravityAcc-mean()-Z" -0.0945970534814815
15 "SITTING" "tGravityAcc-mean()-Z" 0.00281565980440678
16 "SITTING" "tGravityAcc-mean()-Z" 0.0892682200463768
17 "SITTING" "tGravityAcc-mean()-Z" -0.135803881679687
18 "SITTING" "tGravityAcc-mean()-Z" 0.161877417894737
19 "SITTING" "tGravityAcc-mean()-Z" 0.489126594657534
20 "SITTING" "tGravityAcc-mean()-Z" 0.151679135228788
21 "SITTING" "tGravityAcc-mean()-Z" -0.0567766060705882
22 "SITTING" "tGravityAcc-mean()-Z" 0.315551492322581
23 "SITTING" "tGravityAcc-mean()-Z" 0.0630111556279412
24 "SITTING" "tGravityAcc-mean()-Z" 0.109559621020588
25 "SITTING" "tGravityAcc-mean()-Z" 0.167140956385077
26 "SITTING" "tGravityAcc-mean()-Z" 0.314387627435897
27 "SITTING" "tGravityAcc-mean()-Z" 0.276417431042857
28 "SITTING" "tGravityAcc-mean()-Z" 0.135402566816667
29 "SITTING" "tGravityAcc-mean()-Z" 0.286256063666667
30 "SITTING" "tGravityAcc-mean()-Z" 0.34476602
1 "STANDING" "tGravityAcc-mean()-Z" 0.0134905823226415
2 "STANDING" "tGravityAcc-mean()-Z" 0.129747161222222
3 "STANDING" "tGravityAcc-mean()-Z" 0.024763106752459
4 "STANDING" "tGravityAcc-mean()-Z" 0.166893825946429
5 "STANDING" "tGravityAcc-mean()-Z" 0.138638436607143
6 "STANDING" "tGravityAcc-mean()-Z" 0.0139193473596491
7 "STANDING" "tGravityAcc-mean()-Z" -0.0516573721320755
8 "STANDING" "tGravityAcc-mean()-Z" -0.0979392024814815
9 "STANDING" "tGravityAcc-mean()-Z" 0.00914769235555555
10 "STANDING" "tGravityAcc-mean()-Z" 0.0346980210431818
11 "STANDING" "tGravityAcc-mean()-Z" 0.127198423404255
12 "STANDING" "tGravityAcc-mean()-Z" -0.0395382767304918
13 "STANDING" "tGravityAcc-mean()-Z" -0.0524856614035088
14 "STANDING" "tGravityAcc-mean()-Z" -0.338174888666667
15 "STANDING" "tGravityAcc-mean()-Z" 0.0645975994528302
16 "STANDING" "tGravityAcc-mean()-Z" -0.166737468166667
17 "STANDING" "tGravityAcc-mean()-Z" -0.202687757012821
18 "STANDING" "tGravityAcc-mean()-Z" -0.0485767106575342
19 "STANDING" "tGravityAcc-mean()-Z" 0.130643717849315
20 "STANDING" "tGravityAcc-mean()-Z" 0.0708655286023288
21 "STANDING" "tGravityAcc-mean()-Z" -0.207685689775281
22 "STANDING" "tGravityAcc-mean()-Z" 0.0323824977714286
23 "STANDING" "tGravityAcc-mean()-Z" -0.223631180906765
24 "STANDING" "tGravityAcc-mean()-Z" -0.0530585403536232
25 "STANDING" "tGravityAcc-mean()-Z" 0.201182106486486
26 "STANDING" "tGravityAcc-mean()-Z" 0.0884142682297297
27 "STANDING" "tGravityAcc-mean()-Z" -0.00557416876082625
28 "STANDING" "tGravityAcc-mean()-Z" -0.0385830501632911
29 "STANDING" "tGravityAcc-mean()-Z" 0.0316145849747692
30 "STANDING" "tGravityAcc-mean()-Z" 0.0243044362542373
1 "WALKING" "tGravityAcc-mean()-Z" -0.068102864
2 "WALKING" "tGravityAcc-mean()-Z" 0.0847270871186441
3 "WALKING" "tGravityAcc-mean()-Z" -0.138107866258621
4 "WALKING" "tGravityAcc-mean()-Z" 0.127764112666667
5 "WALKING" "tGravityAcc-mean()-Z" 0.00247623628392857
6 "WALKING" "tGravityAcc-mean()-Z" 0.0331888826842105
7 "WALKING" "tGravityAcc-mean()-Z" -0.160846924029807
8 "WALKING" "tGravityAcc-mean()-Z" -0.186267836962021
9 "WALKING" "tGravityAcc-mean()-Z" -0.115856121080385
10 "WALKING" "tGravityAcc-mean()-Z" 0.0549276242264151
11 "WALKING" "tGravityAcc-mean()-Z" 0.134053215101695
12 "WALKING" "tGravityAcc-mean()-Z" -0.03608428788
13 "WALKING" "tGravityAcc-mean()-Z" -0.131299718666667
14 "WALKING" "tGravityAcc-mean()-Z" -0.422495268474576
15 "WALKING" "tGravityAcc-mean()-Z" 0.0757356734814815
